sample_idx,label,audio_path,segment_id,Energy,Harmony,Pitch,Spectral,Tempo,Timbre,Vibrato
2970,Hát xẩm,hat_xam/audio_6_002.wav,1,Yếu,Thấp,Rất trầm,Thấp,Nhanh,Rất thấp,Vừa
2971,Hát xẩm,hat_xam/audio_6_002.wav,2,Rất yếu,Cao,Trầm,Thấp,Vừa,Rất thấp,Ít luyến
2972,Hát xẩm,hat_xam/audio_1_009.wav,1,Vừa,Thấp,Cao,Trung bình,Chậm,Rất cao,Vừa
2973,Hát xẩm,hat_xam/audio_1_009.wav,2,Vừa,Thấp,Cao,Trung bình,Vừa,Rất cao,Ít luyến
2974,Hát xẩm,hat_xam/audio_2_105.wav,1,Rất mạnh,Thấp,Trung,Thấp,Nhanh,Rất thấp,Vừa
2975,Hát xẩm,hat_xam/audio_2_105.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Chậm,Rất thấp,Ít luyến
2976,Hát xẩm,hat_xam/audio_7_063.wav,1,Vừa,Cao,Trầm,Thấp,Chậm,Rất thấp,Ít luyến
2977,Hát xẩm,hat_xam/audio_7_063.wav,2,Vừa,Cao,Trầm,Thấp,Vừa,Rất thấp,Ít luyến
2978,Hát xẩm,hat_xam/audio_2_006.wav,1,Rất mạnh,Trung bình,Trung,Thấp,Vừa,Rất thấp,Vừa
2979,Hát xẩm,hat_xam/audio_2_006.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Chậm,Rất thấp,Vừa
2980,Hát xẩm,hat_xam/audio_3_024.wav,1,Vừa,Thấp,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
2981,Hát xẩm,hat_xam/audio_3_024.wav,2,Yếu,Thấp,Trầm,Cao,Nhanh,Rất cao,Ít luyến
2982,Hát xẩm,hat_xam/audio_6_014.wav,1,Yếu,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
2983,Hát xẩm,hat_xam/audio_6_014.wav,2,Yếu,Cao,Trầm,Thấp,Nhanh,Rất thấp,Nhiều luyến
2984,Hát xẩm,hat_xam/audio_7_000.wav,1,Yếu,Thấp,Trầm,Cao,Vừa,Trung bình,Ít luyến
2985,Hát xẩm,hat_xam/audio_7_000.wav,2,Yếu,Thấp,Trầm,Cao,Vừa,Cao,Ít luyến
2986,Hát xẩm,hat_xam/audio_7_033.wav,1,Yếu,Thấp,Trầm,Cao,Nhanh,Trung bình,Vừa
2987,Hát xẩm,hat_xam/audio_7_033.wav,2,Vừa,Thấp,Rất trầm,Trung bình,Nhanh,Cao,Vừa
2988,Hát xẩm,hat_xam/audio_6_005.wav,1,Yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2989,Hát xẩm,hat_xam/audio_6_005.wav,2,Yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2990,Hát xẩm,hat_xam/audio_2_120.wav,1,Yếu,Thấp,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
2991,Hát xẩm,hat_xam/audio_2_120.wav,2,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Nhiều luyến
2992,Hát xẩm,hat_xam/audio_7_017.wav,1,Yếu,Thấp,Trung,Trung bình,Vừa,Rất thấp,Ít luyến
2993,Hát xẩm,hat_xam/audio_7_017.wav,2,Mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2994,Hát xẩm,hat_xam/audio_7_072.wav,1,Rất mạnh,Thấp,Trung,Thấp,Chậm,Cao,Vừa
2995,Hát xẩm,hat_xam/audio_7_072.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Cao,Vừa
2996,Hát xẩm,hat_xam/audio_2_077.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2997,Hát xẩm,hat_xam/audio_2_077.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
2998,Hát xẩm,hat_xam/audio_1_001.wav,1,Mạnh,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2999,Hát xẩm,hat_xam/audio_1_001.wav,2,Mạnh,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
3000,Quan họ,quanho/audio_17_111.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Thấp,Vừa
3001,Quan họ,quanho/audio_17_111.wav,2,Mạnh,Thấp,Cao,Trung bình,Vừa,Rất cao,Nhiều luyến
3002,Quan họ,quanho/audio_18_146.wav,1,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Ít luyến
3003,Quan họ,quanho/audio_18_146.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
3004,Quan họ,quanho/audio_15_034.wav,1,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3005,Quan họ,quanho/audio_15_034.wav,2,Rất mạnh,Trung bình,Trầm,Cao,Chậm,Cao,Ít luyến
3006,Quan họ,quanho/audio_10_062.wav,1,Mạnh,Cao,Trầm,Trung bình,Vừa,Thấp,Vừa
3007,Quan họ,quanho/audio_10_062.wav,2,Yếu,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
3008,Quan họ,quanho/audio_17_061.wav,1,Yếu,Thấp,Trung,Thấp,Vừa,Rất cao,Ít luyến
3009,Quan họ,quanho/audio_17_061.wav,2,Mạnh,Thấp,Cao,Trung bình,Vừa,Rất cao,Ít luyến
3010,Quan họ,quanho/audio_21_036.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Cao,Ít luyến
3011,Quan họ,quanho/audio_21_036.wav,2,Yếu,Thấp,Trầm,Trung bình,Vừa,Cao,Vừa
3012,Quan họ,quanho/audio_4_007.wav,1,Rất mạnh,Thấp,Cao,Thấp,Vừa,Rất cao,Nhiều luyến
3013,Quan họ,quanho/audio_4_007.wav,2,Rất mạnh,Thấp,Trung,Cao,Vừa,Rất cao,Vừa
3014,Quan họ,quanho/audio_23_054.wav,1,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
3015,Quan họ,quanho/audio_23_054.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
3016,Quan họ,quanho/audio_26_120.wav,1,Mạnh,Thấp,Trầm,Thấp,Vừa,Rất cao,Ít luyến
3017,Quan họ,quanho/audio_26_120.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
3018,Quan họ,quanho/audio_25_154.wav,1,Rất mạnh,Thấp,Trung,Thấp,Chậm,Rất cao,Vừa
3019,Quan họ,quanho/audio_25_154.wav,2,Rất mạnh,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
3020,Quan họ,quanho/audio_15_037.wav,1,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
3021,Quan họ,quanho/audio_15_037.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
3022,Quan họ,quanho/audio_7_037.wav,1,Yếu,Thấp,Trầm,Thấp,Vừa,Rất cao,Ít luyến
3023,Quan họ,quanho/audio_7_037.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3024,Quan họ,quanho/audio_12_025.wav,1,Vừa,Thấp,Rất cao,Thấp,Vừa,Rất cao,Vừa
3025,Quan họ,quanho/audio_12_025.wav,2,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
3026,Quan họ,quanho/audio_19_136.wav,1,Yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3027,Quan họ,quanho/audio_19_136.wav,2,Mạnh,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
3028,Quan họ,quanho/audio_5_006.wav,1,Mạnh,Cao,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
3029,Quan họ,quanho/audio_5_006.wav,2,Mạnh,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
3030,Quan họ,quanho/audio_2_043.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
3031,Quan họ,quanho/audio_2_043.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Ít luyến
3032,Quan họ,quanho/audio_10_049.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
3033,Quan họ,quanho/audio_10_049.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Cao,Ít luyến
3034,Quan họ,quanho/audio_14_014.wav,1,Mạnh,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
3035,Quan họ,quanho/audio_14_014.wav,2,Mạnh,Thấp,Rất cao,Cao,Vừa,Rất cao,Ít luyến
3036,Quan họ,quanho/audio_26_067.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
3037,Quan họ,quanho/audio_26_067.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
3038,Quan họ,quanho/audio_12_027.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
3039,Quan họ,quanho/audio_12_027.wav,2,Vừa,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3040,Quan họ,quanho/audio_14_202.wav,1,Rất mạnh,Thấp,Rất trầm,Trung bình,Vừa,Thấp,Ít luyến
3041,Quan họ,quanho/audio_14_202.wav,2,Rất mạnh,Thấp,Rất trầm,Trung bình,Vừa,Trung bình,Ít luyến
3042,Quan họ,quanho/audio_25_020.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Cao,Vừa
3043,Quan họ,quanho/audio_25_020.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
3044,Quan họ,quanho/audio_22_038.wav,1,Mạnh,Thấp,Trung,Thấp,Vừa,Cao,Vừa
3045,Quan họ,quanho/audio_22_038.wav,2,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Trung bình,Ít luyến
3046,Quan họ,quanho/audio_20_097.wav,1,Vừa,Thấp,Cao,Thấp,Chậm,Rất cao,Vừa
3047,Quan họ,quanho/audio_20_097.wav,2,Yếu,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3048,Quan họ,quanho/audio_18_126.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Cao,Ít luyến
3049,Quan họ,quanho/audio_18_126.wav,2,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
3050,Quan họ,quanho/audio_7_064.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Vừa
3051,Quan họ,quanho/audio_7_064.wav,2,Mạnh,Cao,Cao,Trung bình,Vừa,Cao,Nhiều luyến
3052,Quan họ,quanho/audio_27_078.wav,1,Mạnh,Thấp,Rất trầm,Thấp,Vừa,Cao,Ít luyến
3053,Quan họ,quanho/audio_27_078.wav,2,Mạnh,Thấp,Rất trầm,Thấp,Vừa,Cao,Ít luyến
3054,Quan họ,quanho/audio_23_066.wav,1,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
3055,Quan họ,quanho/audio_23_066.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3056,Quan họ,quanho/audio_28_081.wav,1,Rất mạnh,Thấp,Trung,Thấp,Vừa,Rất thấp,Vừa
3057,Quan họ,quanho/audio_28_081.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Trung bình,Ít luyến
3058,Quan họ,quanho/audio_15_062.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3059,Quan họ,quanho/audio_15_062.wav,2,Mạnh,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
3060,Quan họ,quanho/audio_2_125.wav,1,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Ít luyến
3061,Quan họ,quanho/audio_2_125.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3062,Quan họ,quanho/audio_10_069.wav,1,Vừa,Thấp,Trầm,Thấp,Chậm,Rất cao,Ít luyến
3063,Quan họ,quanho/audio_10_069.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Trung bình,Ít luyến
3064,Quan họ,quanho/audio_3_004.wav,1,Mạnh,Thấp,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
3065,Quan họ,quanho/audio_3_004.wav,2,Mạnh,Thấp,Trầm,Cao,Vừa,Rất cao,Ít luyến
3066,Quan họ,quanho/audio_7_060.wav,1,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3067,Quan họ,quanho/audio_7_060.wav,2,Yếu,Trung bình,Trung,Trung bình,Vừa,Cao,Vừa
3068,Quan họ,quanho/audio_5_119.wav,1,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
3069,Quan họ,quanho/audio_5_119.wav,2,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
3070,Quan họ,quanho/audio_20_156.wav,1,Rất yếu,Cao,Trung,Cao,Vừa,Rất cao,Vừa
3071,Quan họ,quanho/audio_20_156.wav,2,Yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3072,Quan họ,quanho/audio_3_127.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
3073,Quan họ,quanho/audio_3_127.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
3074,Quan họ,quanho/audio_14_154.wav,1,Rất mạnh,Thấp,Rất trầm,Cao,Vừa,Cao,Ít luyến
3075,Quan họ,quanho/audio_14_154.wav,2,Rất mạnh,Thấp,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
3076,Quan họ,quanho/audio_0_112.wav,1,Mạnh,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
3077,Quan họ,quanho/audio_0_112.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3078,Quan họ,quanho/audio_2_143.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3079,Quan họ,quanho/audio_2_143.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3080,Quan họ,quanho/audio_5_037.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Thấp,Ít luyến
3081,Quan họ,quanho/audio_5_037.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
3082,Quan họ,quanho/audio_18_121.wav,1,Vừa,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
3083,Quan họ,quanho/audio_18_121.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Trung bình,Vừa
3084,Quan họ,quanho/audio_2_137.wav,1,Mạnh,Thấp,Rất cao,Trung bình,Nhanh,Rất thấp,Nhiều luyến
3085,Quan họ,quanho/audio_2_137.wav,2,Vừa,Thấp,Rất cao,Thấp,Vừa,Rất cao,Nhiều luyến
3086,Quan họ,quanho/audio_18_175.wav,1,Mạnh,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3087,Quan họ,quanho/audio_18_175.wav,2,Yếu,Thấp,Rất trầm,Trung bình,Nhanh,Rất cao,Ít luyến
3088,Quan họ,quanho/audio_25_121.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3089,Quan họ,quanho/audio_25_121.wav,2,Mạnh,Thấp,Cao,Trung bình,Vừa,Rất cao,Nhiều luyến
3090,Quan họ,quanho/audio_26_022.wav,1,Mạnh,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
3091,Quan họ,quanho/audio_26_022.wav,2,Mạnh,Cao,Cao,Trung bình,Chậm,Rất cao,Ít luyến
3092,Quan họ,quanho/audio_8_127.wav,1,Mạnh,Cao,Trung,Cao,Vừa,Rất cao,Vừa
3093,Quan họ,quanho/audio_8_127.wav,2,Mạnh,Trung bình,Trung,Cao,Vừa,Rất cao,Vừa
3094,Quan họ,quanho/audio_25_061.wav,1,Yếu,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3095,Quan họ,quanho/audio_25_061.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3096,Quan họ,quanho/audio_22_107.wav,1,Yếu,Thấp,Rất cao,Cao,Vừa,Rất cao,Vừa
3097,Quan họ,quanho/audio_22_107.wav,2,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3098,Quan họ,quanho/audio_12_086.wav,1,Mạnh,Thấp,Cao,Trung bình,Vừa,Rất cao,Vừa
3099,Quan họ,quanho/audio_12_086.wav,2,Mạnh,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
3100,Quan họ,quanho/audio_20_081.wav,1,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
3101,Quan họ,quanho/audio_20_081.wav,2,Yếu,Trung bình,Trầm,Trung bình,Vừa,Rất cao,Vừa
3102,Quan họ,quanho/audio_4_105.wav,1,Mạnh,Trung bình,Trung,Trung bình,Vừa,Rất cao,Ít luyến
3103,Quan họ,quanho/audio_4_105.wav,2,Mạnh,Cao,Trung,Trung bình,Vừa,Rất cao,Vừa
3104,Quan họ,quanho/audio_19_024.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
3105,Quan họ,quanho/audio_19_024.wav,2,Vừa,Thấp,Rất cao,Thấp,Vừa,Trung bình,Ít luyến
3106,Quan họ,quanho/audio_18_056.wav,1,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
3107,Quan họ,quanho/audio_18_056.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Ít luyến
3108,Quan họ,quanho/audio_26_171.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Ít luyến
3109,Quan họ,quanho/audio_26_171.wav,2,Mạnh,Thấp,Trầm,Trung bình,Chậm,Rất cao,Vừa
3110,Quan họ,quanho/audio_23_109.wav,1,Mạnh,Thấp,Trung,Thấp,Vừa,Rất thấp,Vừa
3111,Quan họ,quanho/audio_23_109.wav,2,Yếu,Thấp,Trung,Thấp,Vừa,Rất thấp,Vừa
3112,Quan họ,quanho/audio_14_009.wav,1,Rất mạnh,Thấp,Trầm,Cao,Vừa,Rất cao,Vừa
3113,Quan họ,quanho/audio_14_009.wav,2,Mạnh,Thấp,Cao,Thấp,Vừa,Rất cao,Nhiều luyến
3114,Quan họ,quanho/audio_25_092.wav,1,Mạnh,Cao,Trầm,Thấp,Vừa,Rất cao,Ít luyến
3115,Quan họ,quanho/audio_25_092.wav,2,Yếu,Cao,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3116,Quan họ,quanho/audio_26_112.wav,1,Rất mạnh,Cao,Cao,Trung bình,Vừa,Rất cao,Nhiều luyến
3117,Quan họ,quanho/audio_26_112.wav,2,Rất mạnh,Trung bình,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
3118,Quan họ,quanho/audio_0_033.wav,1,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3119,Quan họ,quanho/audio_0_033.wav,2,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3120,Quan họ,quanho/audio_7_095.wav,1,Yếu,Thấp,Trầm,Thấp,Vừa,Rất thấp,Ít luyến
3121,Quan họ,quanho/audio_7_095.wav,2,Yếu,Thấp,Trầm,Thấp,Vừa,Cao,Ít luyến
3122,Quan họ,quanho/audio_25_124.wav,1,Mạnh,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
3123,Quan họ,quanho/audio_25_124.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Chậm,Trung bình,Vừa
3124,Quan họ,quanho/audio_10_090.wav,1,Mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Ít luyến
3125,Quan họ,quanho/audio_10_090.wav,2,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3126,Quan họ,quanho/audio_8_045.wav,1,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
3127,Quan họ,quanho/audio_8_045.wav,2,Yếu,Thấp,Trung,Cao,Vừa,Rất thấp,Vừa
3128,Quan họ,quanho/audio_21_069.wav,1,Mạnh,Cao,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
3129,Quan họ,quanho/audio_21_069.wav,2,Mạnh,Cao,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
3130,Quan họ,quanho/audio_12_053.wav,1,Rất mạnh,Thấp,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
3131,Quan họ,quanho/audio_12_053.wav,2,Mạnh,Thấp,Rất cao,Trung bình,Vừa,Rất cao,Vừa
3132,Quan họ,quanho/audio_9_039.wav,1,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3133,Quan họ,quanho/audio_9_039.wav,2,Rất mạnh,Thấp,Trung,Thấp,Vừa,Rất cao,Vừa
3134,Quan họ,quanho/audio_18_010.wav,1,Mạnh,Cao,Trầm,Cao,Vừa,Rất cao,Ít luyến
3135,Quan họ,quanho/audio_18_010.wav,2,Mạnh,Thấp,Rất cao,Trung bình,Vừa,Rất cao,Nhiều luyến
3136,Quan họ,quanho/audio_27_005.wav,1,Mạnh,Cao,Trầm,Trung bình,Vừa,Cao,Ít luyến
3137,Quan họ,quanho/audio_27_005.wav,2,Mạnh,Cao,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
3138,Quan họ,quanho/audio_17_071.wav,1,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3139,Quan họ,quanho/audio_17_071.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
3140,Quan họ,quanho/audio_14_114.wav,1,Rất mạnh,Trung bình,Trầm,Trung bình,Vừa,Cao,Ít luyến
3141,Quan họ,quanho/audio_14_114.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3142,Quan họ,quanho/audio_8_039.wav,1,Mạnh,Cao,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3143,Quan họ,quanho/audio_8_039.wav,2,Mạnh,Cao,Trầm,Thấp,Vừa,Rất cao,Ít luyến
3144,Quan họ,quanho/audio_27_123.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
3145,Quan họ,quanho/audio_27_123.wav,2,Rất mạnh,Thấp,Trung,Thấp,Vừa,Rất cao,Nhiều luyến
3146,Quan họ,quanho/audio_27_080.wav,1,Mạnh,Thấp,Rất trầm,Thấp,Vừa,Cao,Ít luyến
3147,Quan họ,quanho/audio_27_080.wav,2,Yếu,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3148,Quan họ,quanho/audio_19_096.wav,1,Mạnh,Thấp,Rất cao,Thấp,Vừa,Rất cao,Vừa
3149,Quan họ,quanho/audio_19_096.wav,2,Mạnh,Thấp,Trung,Thấp,Vừa,Cao,Vừa
3150,Quan họ,quanho/audio_2_148.wav,1,Mạnh,Thấp,Rất trầm,Cao,Vừa,Rất thấp,Ít luyến
3151,Quan họ,quanho/audio_2_148.wav,2,Mạnh,Cao,Rất trầm,Cao,Chậm,Rất thấp,Ít luyến
3152,Quan họ,quanho/audio_5_005.wav,1,Mạnh,Cao,Trầm,Trung bình,Vừa,Cao,Ít luyến
3153,Quan họ,quanho/audio_5_005.wav,2,Mạnh,Cao,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
3154,Quan họ,quanho/audio_20_115.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
3155,Quan họ,quanho/audio_20_115.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
3156,Quan họ,quanho/audio_8_048.wav,1,Vừa,Thấp,Rất cao,Trung bình,Vừa,Rất thấp,Nhiều luyến
3157,Quan họ,quanho/audio_8_048.wav,2,Mạnh,Thấp,Trung,Cao,Vừa,Rất cao,Vừa
3158,Quan họ,quanho/audio_12_112.wav,1,Mạnh,Thấp,Trung,Trung bình,Vừa,Trung bình,Ít luyến
3159,Quan họ,quanho/audio_12_112.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Trung bình,Ít luyến
3160,Quan họ,quanho/audio_27_116.wav,1,Mạnh,Thấp,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
3161,Quan họ,quanho/audio_27_116.wav,2,Mạnh,Thấp,Rất trầm,Thấp,Vừa,Cao,Ít luyến
3162,Quan họ,quanho/audio_5_033.wav,1,Mạnh,Thấp,Trung,Trung bình,Vừa,Cao,Vừa
3163,Quan họ,quanho/audio_5_033.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Cao,Vừa
3164,Quan họ,quanho/audio_15_043.wav,1,Mạnh,Thấp,Trầm,Thấp,Chậm,Rất thấp,Vừa
3165,Quan họ,quanho/audio_15_043.wav,2,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
3166,Quan họ,quanho/audio_1_005.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Cao,Vừa
3167,Quan họ,quanho/audio_1_005.wav,2,Yếu,Thấp,Trầm,Trung bình,Vừa,Cao,Ít luyến
3168,Quan họ,quanho/audio_12_077.wav,1,Vừa,Thấp,Rất cao,Trung bình,Vừa,Rất thấp,Nhiều luyến
3169,Quan họ,quanho/audio_12_077.wav,2,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3170,Quan họ,quanho/audio_14_197.wav,1,Vừa,Cao,Cao,Thấp,Vừa,Cao,Ít luyến
3171,Quan họ,quanho/audio_14_197.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3172,Quan họ,quanho/audio_7_086.wav,1,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Thấp,Ít luyến
3173,Quan họ,quanho/audio_7_086.wav,2,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3174,Quan họ,quanho/audio_18_156.wav,1,Rất mạnh,Cao,Trầm,Trung bình,Vừa,Cao,Ít luyến
3175,Quan họ,quanho/audio_18_156.wav,2,Mạnh,Cao,Rất cao,Trung bình,Vừa,Cao,Vừa
3176,Quan họ,quanho/audio_3_026.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
3177,Quan họ,quanho/audio_3_026.wav,2,Mạnh,Thấp,Trung,Cao,Vừa,Rất cao,Vừa
3178,Quan họ,quanho/audio_5_118.wav,1,Yếu,Thấp,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
3179,Quan họ,quanho/audio_5_118.wav,2,Mạnh,Thấp,Rất trầm,Thấp,Vừa,Rất cao,Ít luyến
3180,Quan họ,quanho/audio_2_077.wav,1,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
3181,Quan họ,quanho/audio_2_077.wav,2,Mạnh,Cao,Trung,Cao,Vừa,Rất cao,Ít luyến
3182,Quan họ,quanho/audio_25_071.wav,1,Rất mạnh,Thấp,Cao,Trung bình,Vừa,Rất cao,Nhiều luyến
3183,Quan họ,quanho/audio_25_071.wav,2,Yếu,Thấp,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
3184,Quan họ,quanho/audio_12_104.wav,1,Mạnh,Thấp,Cao,Thấp,Vừa,Rất cao,Nhiều luyến
3185,Quan họ,quanho/audio_12_104.wav,2,Rất mạnh,Thấp,Trầm,Cao,Vừa,Rất cao,Vừa
